video_name,algorithm,frame_idx,timestamp_sec,status,matched_pred_found,match_method,matched_pred_score,keypoint_idx,keypoint_name,is_active,is_eval_joint,gt_v,gt_x,gt_y,pred_v,pred_x,pred_y,distance_px,pck_threshold_px,pck_correct,oks_sigma,oks_term
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,824.161133,239.203552,,,,0.026000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,832.144104,231.220551,,,,0.025000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,824.161133,223.237564,,,,0.025000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,784.246155,183.322556,,,,0.035000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,784.246155,191.305557,,,,0.035000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,5,left_shoulder,1,1,2.000000,745.860000,197.950000,2.000000,752.314148,223.237564,26.098217,67.740932,1,0.079000,0.621476
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,6,right_shoulder,1,1,2.000000,676.580000,202.030000,2.000000,696.433167,215.254562,23.854502,67.740932,1,0.079000,0.672074
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,7,left_elbow,1,1,2.000000,733.330000,308.630000,2.000000,728.365112,319.033539,11.527521,67.740932,1,0.072000,0.894294
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,8,right_elbow,1,1,2.000000,667.500000,330.190000,2.000000,672.484131,334.999542,6.926273,67.740932,1,0.072000,0.960469
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,9,left_wrist,1,1,2.000000,736.310000,410.660000,2.000000,736.348145,414.829529,4.169703,67.740932,1,0.062000,0.980480
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,10,right_wrist,1,1,2.000000,681.390000,450.350000,2.000000,680.467163,438.778534,11.608206,67.740932,1,0.062000,0.858316
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,11,left_hip,1,0,0.000000,536.800000,249.860000,2.000000,552.739136,279.118561,,,,0.107000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,12,right_hip,1,1,2.000000,522.740000,245.480000,2.000000,520.807190,239.203552,6.567309,67.740932,1,0.107000,0.983715
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,13,left_knee,1,0,0.000000,439.840000,329.120000,2.000000,552.739136,350.965546,,,,0.087000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,14,right_knee,1,1,2.000000,423.000000,321.220000,2.000000,417.028168,327.016541,8.322419,67.740932,1,0.087000,0.960902
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,15,left_ankle,1,0,0.000000,329.320000,363.170000,2.000000,369.130188,358.948547,,,,0.089000,
MP_T_PushUp_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,3.014211,16,right_ankle,1,1,2.000000,291.340000,358.460000,2.000000,313.249176,358.948547,21.914622,67.740932,1,0.089000,0.767781
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,816.360107,237.309250,,,,0.026000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,831.830139,229.574234,,,,0.025000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,824.095154,221.839218,,,,0.025000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,800.890137,198.634201,,,,0.035000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,785.420105,190.899185,,,,0.035000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,5,left_shoulder,1,1,2.000000,747.440000,207.220000,2.000000,754.480042,229.574234,23.436595,66.600779,1,0.079000,0.672447
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,6,right_shoulder,1,1,2.000000,680.360000,210.200000,2.000000,700.335022,214.104218,20.352995,66.600779,1,0.079000,0.741354
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,7,left_elbow,1,1,2.000000,730.150000,311.560000,2.000000,731.275024,322.394348,10.892602,66.600779,1,0.072000,0.901949
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,8,right_elbow,1,1,2.000000,662.740000,331.290000,2.000000,669.394958,337.864380,9.354728,66.600779,1,0.072000,0.926710
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,9,left_wrist,1,1,2.000000,736.310000,410.660000,2.000000,739.010071,407.479462,4.172075,66.600779,1,0.062000,0.979790
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,10,right_wrist,1,1,2.000000,681.390000,450.350000,2.000000,677.129944,438.419495,12.668269,66.600779,1,0.062000,0.828412
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,11,left_hip,1,0,0.000000,536.800000,249.860000,2.000000,545.634827,291.454315,,,,0.107000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,12,right_hip,1,1,2.000000,526.030000,249.630000,2.000000,514.694763,252.779266,11.764586,66.600779,1,0.107000,0.946951
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,13,left_knee,1,0,0.000000,439.840000,329.120000,2.000000,429.609650,353.334381,,,,0.087000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,14,right_knee,1,1,2.000000,423.490000,323.290000,2.000000,406.404633,337.864380,22.457122,66.600779,1,0.087000,0.740501
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,15,left_ankle,1,0,0.000000,329.320000,363.170000,2.000000,375.464600,361.069397,,,,0.089000,
MP_T_PushUp_1,alphapose,1,0.033009,ok,1,gt_bbox_iou,3.040457,16,right_ankle,1,1,2.000000,291.340000,358.460000,2.000000,298.114502,361.069397,7.259671,66.600779,1,0.089000,0.970445
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,820.923950,236.993195,,,,0.026000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,828.764587,229.152557,,,,0.025000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,820.923950,221.311905,,,,0.025000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,797.402039,189.949341,,,,0.035000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,789.561340,197.789978,,,,0.035000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,5,left_shoulder,1,1,2.000000,749.030000,216.490000,2.000000,750.358154,213.471268,3.297990,65.432525,1,0.079000,0.991892
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,6,right_shoulder,1,1,2.000000,684.140000,218.370000,2.000000,703.314270,229.152557,21.998095,65.432525,1,0.079000,0.696137
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,7,left_elbow,1,1,2.000000,726.980000,314.490000,2.000000,734.676880,331.080933,18.289369,65.432525,1,0.072000,0.739765
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,8,right_elbow,1,1,2.000000,657.980000,332.390000,2.000000,664.111084,354.602844,23.043451,65.432525,1,0.072000,0.619719
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,9,left_wrist,1,1,2.000000,736.310000,410.660000,2.000000,742.517517,409.487366,6.317305,65.432525,1,0.062000,0.952659
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,10,right_wrist,1,1,2.000000,681.390000,450.350000,2.000000,679.792358,440.849945,9.633457,65.432525,1,0.062000,0.893349
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,11,left_hip,1,0,0.000000,536.800000,249.860000,2.000000,546.501404,291.877716,,,,0.107000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,12,right_hip,1,1,2.000000,529.330000,253.780000,2.000000,515.138855,252.674484,14.234141,65.432525,1,0.107000,0.920657
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,13,left_knee,1,0,0.000000,439.840000,329.120000,2.000000,428.891754,354.602844,,,,0.087000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,14,right_knee,1,1,2.000000,423.970000,325.360000,2.000000,405.369843,331.080933,19.460086,65.432525,1,0.087000,0.791584
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,15,left_ankle,1,0,0.000000,329.320000,363.170000,2.000000,366.166626,362.443512,,,,0.089000,
MP_T_PushUp_1,alphapose,2,0.066019,ok,1,gt_bbox_iou,3.056201,16,right_ankle,1,1,2.000000,291.340000,358.460000,2.000000,295.600830,362.443512,5.832927,65.432525,1,0.089000,0.980135
MP_T_PushUp_1,alphapose,3,0.099028,ok,1,gt_bbox_iou,3.016145,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,827.200745,252.931076,,,,0.026000,
